Price,Close,High,Low,Open,Volume
2022-11-14,16618.19921875,17109.32421875,15872.94140625,16352.0283203125,49630243054
2022-11-15,16884.61328125,17051.962890625,16542.55078125,16617.484375,36599436183
2022-11-16,16669.439453125,16960.294921875,16430.111328125,16884.341796875,33925512989
2022-11-17,16687.517578125,16726.439453125,16460.68359375,16670.42578125,27868914022
2022-11-18,16697.77734375,16947.05859375,16564.611328125,16687.912109375,26862218609
2022-11-19,16711.546875,16797.876953125,16570.41015625,16696.220703125,16106223492
2022-11-20,16291.83203125,16746.779296875,16248.6923828125,16712.919921875,21313378652
2022-11-21,15787.2841796875,16291.2236328125,15599.046875,16291.2236328125,37429485518
2022-11-22,16189.76953125,16253.0478515625,15656.6064453125,15782.30078125,30726828760
2022-11-23,16610.70703125,16638.193359375,16170.5029296875,16195.5888671875,32958875628
2022-11-24,16604.46484375,16771.474609375,16501.767578125,16611.63671875,26129037414
2022-11-25,16521.841796875,16603.31640625,16388.404296875,16602.26953125,18678255976
2022-11-26,16464.28125,16666.86328125,16416.228515625,16521.576171875,18000008764
2022-11-27,16444.626953125,16594.40625,16437.025390625,16463.8828125,20443898509
2022-11-28,16217.322265625,16482.93359375,16054.5302734375,16440.22265625,27743025156
2022-11-29,16444.982421875,16522.2578125,16139.396484375,16217.6396484375,23581685468
2022-11-30,17168.56640625,17190.9375,16445.4765625,16445.4765625,29523576583
2022-12-01,16967.1328125,17197.498046875,16888.388671875,17168.001953125,22895392882
2022-12-02,17088.66015625,17088.66015625,16877.880859375,16968.68359375,19539705127
2022-12-03,16908.236328125,17116.041015625,16888.140625,17090.09765625,16217776704
2022-12-04,17130.486328125,17157.767578125,16903.439453125,16908.169921875,16824520830
2022-12-05,16974.826171875,17378.15234375,16922.431640625,17128.89453125,22209086834
2022-12-06,17089.50390625,17091.86328125,16939.921875,16975.23828125,19889922369
2022-12-07,16848.126953125,17109.376953125,16750.55859375,17089.505859375,19675404389
2022-12-08,17233.474609375,17267.916015625,16788.783203125,16847.349609375,20496603770
2022-12-09,17133.15234375,17280.546875,17100.8359375,17232.1484375,20328426366
2022-12-10,17128.724609375,17216.826171875,17120.68359375,17134.220703125,12706781969
2022-12-11,17104.193359375,17245.634765625,17091.8203125,17129.7109375,14122486832
2022-12-12,17206.4375,17212.564453125,16899.39453125,17102.5,19617581341
2022-12-13,17781.318359375,17930.0859375,17111.763671875,17206.44140625,26634741631
2022-12-14,17815.650390625,18318.53125,17739.513671875,17782.06640625,25534481470
2022-12-15,17364.865234375,17846.744140625,17322.58984375,17813.64453125,20964448341
2022-12-16,16647.484375,17505.525390625,16584.701171875,17364.546875,24031608960
2022-12-17,16795.091796875,16800.58984375,16614.029296875,16646.982421875,14463581825
2022-12-18,16757.9765625,16815.38671875,16697.8203125,16795.609375,10924354698
2022-12-19,16439.6796875,16807.52734375,16398.13671875,16759.041015625,17221074814
2022-12-20,16906.3046875,17012.984375,16427.8671875,16441.787109375,22722096615
2022-12-21,16817.53515625,16916.80078125,16755.912109375,16904.52734375,14882945045
2022-12-22,16830.341796875,16866.673828125,16592.408203125,16818.380859375,16441573050
2022-12-23,16796.953125,16905.21875,16794.458984375,16829.64453125,15329265213
2022-12-24,16847.755859375,16864.703125,16793.52734375,16796.9765625,9744636213
2022-12-25,16841.986328125,16860.5546875,16755.25390625,16847.505859375,11656379938
2022-12-26,16919.8046875,16920.123046875,16812.369140625,16842.25,11886957804
2022-12-27,16717.173828125,16959.845703125,16642.072265625,16919.291015625,15748580239
2022-12-28,16552.572265625,16768.169921875,16497.556640625,16716.400390625,17005713920
2022-12-29,16642.341796875,16651.755859375,16508.68359375,16552.322265625,14472237479
2022-12-30,16602.5859375,16643.427734375,16408.474609375,16641.330078125,15929162910
2022-12-31,16547.49609375,16628.986328125,16517.51953125,16603.673828125,11239186456
2023-01-01,16625.080078125,16630.439453125,16521.234375,16547.9140625,9244361700
2023-01-02,16688.470703125,16759.34375,16572.228515625,16625.509765625,12097775227
2023-01-03,16679.857421875,16760.447265625,16622.37109375,16688.84765625,13903079207
2023-01-04,16863.23828125,16964.5859375,16667.763671875,16680.205078125,18421743322
2023-01-05,16836.736328125,16884.021484375,16790.283203125,16863.47265625,13692758566
2023-01-06,16951.96875,16991.994140625,16716.421875,16836.47265625,14413662913
2023-01-07,16955.078125,16975.017578125,16914.19140625,16952.1171875,7714767174
2023-01-08,17091.14453125,17091.14453125,16924.05078125,16954.146484375,9768827914
2023-01-09,17196.5546875,17389.95703125,17093.9921875,17093.9921875,18624736866
2023-01-10,17446.29296875,17484.720703125,17162.990234375,17192.94921875,15808338949
2023-01-11,17934.896484375,17934.896484375,17337.994140625,17446.359375,18372283782
2023-01-12,18869.587890625,19030.087890625,17995.203125,18117.59375,34971338710
2023-01-13,19909.57421875,19964.322265625,18753.1640625,18868.90625,29225029694
2023-01-14,20976.298828125,21075.142578125,19907.828125,19910.537109375,38967784639
2023-01-15,20880.798828125,20993.748046875,20606.986328125,20977.484375,19298407543
2023-01-16,21169.6328125,21360.875,20715.74609375,20882.224609375,26792494050
2023-01-17,21161.51953125,21438.66015625,20978.533203125,21175.833984375,24999983362
2023-01-18,20688.78125,21564.501953125,20541.544921875,21161.05078125,30005625418
2023-01-19,21086.79296875,21163.01171875,20685.380859375,20686.74609375,21152848261
2023-01-20,22676.552734375,22692.357421875,20919.126953125,21085.373046875,28799154319
2023-01-21,22777.625,23282.34765625,22511.833984375,22677.427734375,32442278429
2023-01-22,22720.416015625,23056.73046875,22387.900390625,22777.986328125,24746386230
2023-01-23,22934.431640625,23126.486328125,22654.3046875,22721.087890625,26518700512
2023-01-24,22636.46875,23134.01171875,22549.744140625,22929.626953125,26405069715
2023-01-25,23117.859375,23722.099609375,22406.076171875,22639.267578125,30685366709
2023-01-26,23032.77734375,23237.078125,22911.373046875,23108.955078125,26357839322
2023-01-27,23078.728515625,23417.720703125,22654.59375,23030.716796875,25383335641
2023-01-28,23031.08984375,23165.896484375,22908.845703125,23079.96484375,14712928379
2023-01-29,23774.56640625,23919.890625,22985.0703125,23031.44921875,27423687259
2023-01-30,22840.138671875,23789.34765625,22657.58203125,23774.6484375,27205595568
2023-01-31,23139.283203125,23225.021484375,22765.568359375,22840.796875,22837828665
2023-02-01,23723.76953125,23764.5390625,22877.75,23137.8359375,26683255504
2023-02-02,23471.87109375,24167.2109375,23468.595703125,23720.82421875,32066936882
2023-02-03,23449.322265625,23678.103515625,23279.955078125,23469.412109375,27083066007
2023-02-04,23331.84765625,23556.94921875,23291.794921875,23446.3203125,15639298538
2023-02-05,22955.666015625,23423.435546875,22841.759765625,23332.248046875,19564262605
2023-02-06,22760.109375,23119.279296875,22692.025390625,22954.021484375,23825006542
2023-02-07,23264.291015625,23310.974609375,22756.2578125,22757.267578125,27187964471
2023-02-08,22939.3984375,23367.958984375,22731.09765625,23263.416015625,25371367758
2023-02-09,21819.0390625,22996.4375,21773.974609375,22946.56640625,32572572185
2023-02-10,21651.18359375,21941.185546875,21539.392578125,21819.005859375,27078406594
2023-02-11,21870.875,21891.41015625,21618.44921875,21651.841796875,16356226232
2023-02-12,21788.203125,22060.994140625,21682.828125,21870.90234375,17821046406
2023-02-13,21808.1015625,21898.4140625,21460.087890625,21787.0,23918742607
2023-02-14,22220.8046875,22293.140625,21632.39453125,21801.822265625,26792596581
2023-02-15,24307.841796875,24307.841796875,22082.76953125,22220.5859375,32483312909
2023-02-16,23623.474609375,25134.1171875,23602.5234375,24307.349609375,39316664596
2023-02-17,24565.6015625,24924.041015625,23460.755859375,23621.283203125,41358451255
2023-02-18,24641.27734375,24798.8359375,24468.373046875,24565.296875,19625427158
2023-02-19,24327.642578125,25093.0546875,24327.642578125,24640.02734375,25555105670
2023-02-20,24829.1484375,25020.458984375,23927.91015625,24336.623046875,28987376573
2023-02-21,24436.353515625,25126.8515625,24200.36328125,24833.048828125,31252098714
2023-02-22,24188.84375,24472.33984375,23644.318359375,24437.41796875,30199996781
2023-02-23,23947.4921875,24572.08984375,23693.919921875,24190.71875,30476264066
2023-02-24,23198.126953125,24103.705078125,23007.072265625,23946.0078125,26811744928
2023-02-25,23175.375,23210.2109375,22861.55859375,23200.125,16100721565
2023-02-26,23561.212890625,23654.3671875,23084.220703125,23174.150390625,16644534842
2023-02-27,23522.87109375,23857.890625,23205.87890625,23561.451171875,22660763494
2023-02-28,23147.353515625,23585.384765625,23077.650390625,23521.837890625,20535363434
2023-03-01,23646.55078125,23880.6328125,23088.626953125,23150.9296875,24662841200
2023-03-02,23475.466796875,23739.138671875,23245.021484375,23647.01953125,20386398516
2023-03-03,22362.6796875,23479.34765625,22213.23828125,23476.6328125,26062404610
2023-03-04,22353.349609375,22405.177734375,22198.98046875,22362.923828125,11166012913
2023-03-05,22435.513671875,22613.685546875,22307.142578125,22354.14453125,13317001733
2023-03-06,22429.7578125,22584.29296875,22331.314453125,22436.81640625,17353192895
2023-03-07,22219.76953125,22527.41796875,22011.26171875,22428.322265625,22765452204
2023-03-08,21718.080078125,22268.896484375,21708.05078125,22216.44140625,22536575684
2023-03-09,20363.021484375,21802.716796875,20210.306640625,21720.080078125,30364664171
2023-03-10,20187.244140625,20370.595703125,19628.25390625,20367.001953125,39578257695
2023-03-11,20632.41015625,20792.525390625,20068.66015625,20187.876953125,30180288176
2023-03-12,22163.94921875,22185.03125,20448.806640625,20628.029296875,29279035521
2023-03-13,24197.533203125,24550.837890625,21918.19921875,22156.40625,49466362688
2023-03-14,24746.07421875,26514.716796875,24081.18359375,24201.765625,54622230164
2023-03-15,24375.9609375,25240.615234375,23964.91015625,24770.92578125,43655701450
2023-03-16,25052.7890625,25190.326171875,24225.111328125,24373.45703125,33866061747
2023-03-17,27423.9296875,27787.8125,24955.169921875,25055.123046875,50730261335
2023-03-18,26965.87890625,27725.953125,26636.26171875,27448.1171875,35723036817
2023-03-19,28038.67578125,28440.560546875,26907.716796875,26969.50390625,37769448859
2023-03-20,27767.236328125,28527.724609375,27242.880859375,28041.6015625,44774027664
2023-03-21,28175.81640625,28439.5625,27439.646484375,27768.392578125,36102192830
2023-03-22,27307.4375,28803.3359375,26759.99609375,28158.720703125,33382021890
2023-03-23,28333.97265625,28729.84375,27183.36328125,27301.95703125,24220433689
2023-03-24,27493.28515625,28388.4375,27039.265625,28324.111328125,25980310960
2023-03-25,27494.70703125,27791.826171875,27196.234375,27487.337890625,13383005987
2023-03-26,27994.330078125,28178.14453125,27445.046875,27495.5234375,13878363192
2023-03-27,27139.888671875,28037.92578125,26606.689453125,27994.068359375,18188895178
2023-03-28,27268.130859375,27460.71875,26677.818359375,27132.888671875,17783600385
2023-03-29,28348.44140625,28619.54296875,27259.662109375,27267.03125,20684945906
2023-03-30,28033.5625,29159.90234375,27720.16015625,28350.140625,22435349951
2023-03-31,28478.484375,28639.896484375,27583.71484375,28032.26171875,19001327598
2023-04-01,28411.03515625,28802.45703125,28297.171875,28473.33203125,10876469901
2023-04-02,28199.30859375,28518.958984375,27884.087890625,28462.845703125,12284641999
2023-04-03,27790.220703125,28475.623046875,27276.720703125,28183.080078125,19556501327
2023-04-04,28168.08984375,28433.7421875,27681.3046875,27795.2734375,15284538859
2023-04-05,28177.984375,28739.23828125,27843.763671875,28169.7265625,17052315986
2023-04-06,28044.140625,28178.384765625,27738.759765625,28175.2265625,13837809380
2023-04-07,27925.859375,28111.59375,27794.03125,28038.966796875,10861680497
2023-04-08,27947.794921875,28159.86328125,27883.38671875,27920.513671875,9373255556
2023-04-09,28333.05078125,28532.830078125,27828.48046875,27952.3671875,12175322951
2023-04-10,29652.98046875,29771.46484375,28189.271484375,28336.02734375,19282400094
2023-04-11,30235.05859375,30509.083984375,29609.30078125,29653.6796875,20121259843
2023-04-12,30139.052734375,30462.48046875,29725.57421875,30231.58203125,18651929926
2023-04-13,30399.06640625,30539.845703125,29878.623046875,29892.740234375,17487721001
2023-04-14,30485.69921875,31005.607421875,30044.498046875,30409.5625,22659995079
2023-04-15,30318.49609375,30601.740234375,30245.8828125,30490.75,11940685378
2023-04-16,30315.35546875,30555.537109375,30157.83203125,30315.9765625,12854816417
2023-04-17,29445.044921875,30319.197265625,29275.37109375,30317.146484375,17872186762
2023-04-18,30397.552734375,30470.302734375,29154.849609375,29449.091796875,19480529496
2023-04-19,28822.6796875,30411.0546875,28669.8984375,30394.1875,24571565421
2023-04-20,28245.98828125,29076.400390625,28037.2578125,28823.68359375,21340360360
2023-04-21,27276.91015625,28349.96875,27177.365234375,28249.23046875,20759504330
2023-04-22,27817.5,27872.142578125,27169.5703125,27265.89453125,13125734602
2023-04-23,27591.384765625,27820.244140625,27400.314453125,27816.14453125,12785446832
2023-04-24,27525.33984375,27979.982421875,27070.849609375,27591.73046875,17703288330
2023-04-25,28307.59765625,28371.078125,27207.931640625,27514.873046875,17733373139
2023-04-26,28422.701171875,29995.837890625,27324.548828125,28300.05859375,31854242019
2023-04-27,29473.787109375,29871.546875,28402.88671875,28428.46484375,27153445027
2023-04-28,29340.26171875,29572.791015625,28929.609375,29481.013671875,17544464887
2023-04-29,29248.48828125,29452.455078125,29088.04296875,29336.56640625,10662634333
2023-04-30,29268.806640625,29952.029296875,29114.021484375,29245.515625,14652199272
2023-05-01,28091.568359375,29329.935546875,27680.79296875,29227.103515625,18655599976
2023-05-02,28680.537109375,28881.298828125,27924.123046875,28087.17578125,16432924527
2023-05-03,29006.30859375,29259.533203125,28178.388671875,28680.494140625,19122972518
2023-05-04,28847.7109375,29353.185546875,28694.0390625,29031.3046875,15548678514
2023-05-05,29534.384765625,29668.908203125,28845.509765625,28851.48046875,17936566518
2023-05-06,28904.623046875,29820.126953125,28468.966796875,29538.859375,15913866714
2023-05-07,28454.978515625,29157.517578125,28441.3671875,28901.623046875,11301355486
2023-05-08,27694.2734375,28663.271484375,27310.134765625,28450.45703125,19122903752
2023-05-09,27658.775390625,27821.400390625,27375.6015625,27695.068359375,14128593256
2023-05-10,27621.755859375,28322.6875,26883.669921875,27654.63671875,20656025026
2023-05-11,27000.7890625,27621.94140625,26781.826171875,27621.0859375,16724343943
2023-05-12,26804.990234375,27055.646484375,25878.4296875,26987.662109375,19313599897
2023-05-13,26784.078125,27030.482421875,26710.873046875,26807.76953125,9999171605
2023-05-14,26930.638671875,27150.9765625,26661.35546875,26788.974609375,10014858959
2023-05-15,27192.693359375,27646.34765625,26766.09765625,26931.384765625,14413231792
2023-05-16,27036.650390625,27299.3046875,26878.947265625,27171.513671875,12732238816
2023-05-17,27398.802734375,27465.927734375,26600.14453125,27035.470703125,15140006925
2023-05-18,26832.208984375,27466.52734375,26415.1015625,27401.650390625,15222938600
2023-05-19,26890.12890625,27128.619140625,26700.2109375,26826.75390625,11258983301
2023-05-20,27129.5859375,27155.158203125,26843.27734375,26888.841796875,7044911360
2023-05-21,26753.826171875,27265.91796875,26706.921875,27118.423828125,8647416921
2023-05-22,26851.27734375,27045.734375,26549.734375,26749.892578125,11056770492
2023-05-23,27225.7265625,27434.68359375,26816.1796875,26855.9609375,13697203143
2023-05-24,26334.818359375,27224.603515625,26106.576171875,27224.603515625,16299104428
2023-05-25,26476.20703125,26591.51953125,25890.59375,26329.4609375,13851122697
2023-05-26,26719.291015625,26916.669921875,26343.94921875,26474.181640625,12711619225
2023-05-27,26868.353515625,26888.8828125,26621.140625,26720.181640625,7892015141
2023-05-28,28085.646484375,28193.44921875,26802.751953125,26871.158203125,14545229578
2023-05-29,27745.884765625,28432.0390625,27563.876953125,28075.591796875,15181308984
2023-05-30,27702.349609375,28044.759765625,27588.501953125,27745.123046875,13251081851
2023-05-31,27219.658203125,27831.677734375,26866.453125,27700.529296875,15656371534
2023-06-01,26819.97265625,27346.10546875,26671.720703125,27218.412109375,14678970415
2023-06-02,27249.58984375,27303.861328125,26574.64453125,26824.556640625,14837415000
2023-06-03,27075.12890625,27317.052734375,26958.00390625,27252.32421875,8385597470
2023-06-04,27119.06640625,27407.01953125,26968.224609375,27075.123046875,9360912318
2023-06-05,25760.09765625,27129.982421875,25445.16796875,27123.109375,21513292646
2023-06-06,27238.783203125,27313.8203125,25434.8671875,25732.109375,21929670693
2023-06-07,26345.998046875,27332.181640625,26146.98828125,27235.650390625,19530045082
2023-06-08,26508.216796875,26797.513671875,26246.6640625,26347.654296875,11904824295
2023-06-09,26480.375,26770.2890625,26339.314453125,26505.923828125,11015551640
2023-06-10,25851.240234375,26531.044921875,25501.8359375,26481.76171875,19872933189
2023-06-11,25940.16796875,26203.439453125,25668.986328125,25854.03125,10732609603
2023-06-12,25902.5,26087.919921875,25675.197265625,25934.28515625,11677889997
2023-06-13,25918.728515625,26376.3515625,25728.365234375,25902.94140625,14143474486
2023-06-14,25124.67578125,26041.80078125,24902.15234375,25920.2578125,14265717766
2023-06-15,25576.39453125,25735.30859375,24797.16796875,25121.673828125,15837384409
2023-06-16,26327.462890625,26463.173828125,25245.357421875,25575.283203125,16324646965
2023-06-17,26510.67578125,26769.39453125,26174.4921875,26328.6796875,11090276850
2023-06-18,26336.212890625,26675.92578125,26325.890625,26510.45703125,9565695129
2023-06-19,26851.029296875,26984.611328125,26312.83203125,26335.44140625,12826986222
2023-06-20,28327.48828125,28388.96875,26668.791015625,26841.6640625,22211859147
2023-06-21,30027.296875,30737.330078125,28283.41015625,28311.310546875,33346760979
2023-06-22,29912.28125,30495.998046875,29679.158203125,29995.935546875,20653160491
2023-06-23,30695.46875,31389.5390625,29845.21484375,29896.3828125,24115570085
2023-06-24,30548.6953125,30804.1484375,30290.146484375,30708.73828125,12147822496
2023-06-25,30480.26171875,31041.271484375,30327.943359375,30545.150390625,12703464114
2023-06-26,30271.130859375,30636.029296875,29955.744140625,30480.5234375,16493186997
2023-06-27,30688.1640625,31006.787109375,30236.650390625,30274.3203125,16428827944
2023-06-28,30086.24609375,30703.279296875,29921.822265625,30696.560546875,14571500779
2023-06-29,30445.3515625,30796.25,30057.203125,30086.1875,13180860821
2023-06-30,30477.251953125,31256.86328125,29600.275390625,30441.353515625,26387306197
2023-07-01,30590.078125,30641.2890625,30328.865234375,30471.84765625,9086606733
2023-07-02,30620.76953125,30766.140625,30264.01953125,30587.26953125,10533418042
2023-07-03,31156.439453125,31375.61328125,30586.513671875,30624.515625,15271884873
2023-07-04,30777.58203125,31325.197265625,30659.35546875,31156.865234375,12810828427
2023-07-05,30514.166015625,30877.330078125,30225.61328125,30778.724609375,12481622280
2023-07-06,29909.337890625,31460.052734375,29892.2265625,30507.150390625,21129219509
2023-07-07,30342.265625,30434.64453125,29777.28515625,29907.998046875,13384770155
2023-07-08,30292.541015625,30374.4375,30080.16015625,30346.921875,7509378699
2023-07-09,30171.234375,30427.58984375,30085.591796875,30291.611328125,7903327692
2023-07-10,30414.470703125,31026.083984375,29985.39453125,30172.423828125,14828209155
2023-07-11,30620.951171875,30788.314453125,30358.09765625,30417.6328125,12151839152
2023-07-12,30391.646484375,30959.96484375,30228.8359375,30622.24609375,14805659717
2023-07-13,31476.048828125,31814.515625,30268.3515625,30387.48828125,23686079548
2023-07-14,30334.068359375,31582.25390625,29966.38671875,31474.720703125,20917902660
2023-07-15,30295.806640625,30407.78125,30263.462890625,30331.783203125,8011667756
2023-07-16,30249.1328125,30437.560546875,30089.669921875,30297.47265625,8516564470
2023-07-17,30145.888671875,30336.400390625,29685.783203125,30249.626953125,13240156074
2023-07-18,29856.5625,30233.65625,29556.427734375,30147.0703125,13138897269
2023-07-19,29913.923828125,30184.181640625,29794.26953125,29862.046875,12128602812
2023-07-20,29792.015625,30195.53125,29638.095703125,29915.25,14655207121
2023-07-21,29908.744140625,30045.998046875,29733.8515625,29805.111328125,10972789818
2023-07-22,29771.802734375,29991.615234375,29664.12109375,29908.697265625,7873300598
2023-07-23,30084.5390625,30330.640625,29741.52734375,29790.111328125,9220145050
2023-07-24,29176.916015625,30093.39453125,28934.294921875,30081.662109375,15395817395
2023-07-25,29227.390625,29353.16015625,29062.43359375,29178.970703125,10266772793
2023-07-26,29354.97265625,29675.552734375,29113.912109375,29225.759765625,13497554655
2023-07-27,29210.689453125,29560.966796875,29099.3515625,29353.798828125,10770779217
2023-07-28,29319.24609375,29521.513671875,29125.845703125,29212.1640625,11218474952
2023-07-29,29356.91796875,29396.84375,29264.166015625,29319.4453125,6481775959
2023-07-30,29275.30859375,29443.169921875,29059.501953125,29357.09375,8678454527
2023-07-31,29230.111328125,29489.873046875,29131.578125,29278.314453125,11656781982
2023-08-01,29675.732421875,29675.732421875,28657.0234375,29230.873046875,18272392391
2023-08-02,29151.958984375,29987.998046875,28946.509765625,29704.146484375,19212655598
2023-08-03,29178.6796875,29375.70703125,28959.48828125,29161.8125,12780357746
2023-08-04,29074.091796875,29302.078125,28885.3359375,29174.3828125,12036639988
2023-08-05,29042.126953125,29102.46484375,28957.796875,29075.388671875,6598366353
2023-08-06,29041.85546875,29160.822265625,28963.833984375,29043.701171875,7269806994
2023-08-07,29180.578125,29244.28125,28724.140625,29038.513671875,13618163710
2023-08-08,29765.4921875,30176.796875,29113.814453125,29180.01953125,17570561357
2023-08-09,29561.494140625,30093.435546875,29376.80078125,29766.6953125,18379521213
2023-08-10,29429.591796875,29688.564453125,29354.447265625,29563.97265625,11865344789
2023-08-11,29397.71484375,29517.7734375,29253.517578125,29424.90234375,10195168197
2023-08-12,29415.96484375,29465.11328125,29357.587890625,29399.787109375,6194358008
2023-08-13,29282.9140625,29441.43359375,29265.806640625,29416.59375,7329897180
2023-08-14,29408.443359375,29660.25390625,29124.10546875,29283.263671875,14013695304
2023-08-15,29170.34765625,29439.12109375,29088.853515625,29408.048828125,12640195779
2023-08-16,28701.779296875,29221.9765625,28701.779296875,29169.07421875,14949271904
2023-08-17,26664.55078125,28745.947265625,25409.111328125,28699.802734375,31120851211
2023-08-18,26049.556640625,26808.1953125,25668.921875,26636.078125,24026236529
2023-08-19,26096.205078125,26249.44921875,25802.408203125,26047.83203125,10631443812
2023-08-20,26189.583984375,26260.681640625,26004.314453125,26096.861328125,9036580420
2023-08-21,26124.140625,26220.201171875,25846.087890625,26188.69140625,13371557893
2023-08-22,26031.65625,26135.5078125,25520.728515625,26130.748046875,14503820706
2023-08-23,26431.640625,26786.8984375,25804.998046875,26040.474609375,16985265785
2023-08-24,26162.373046875,26554.91015625,25914.92578125,26431.51953125,12871532023
2023-08-25,26047.66796875,26248.103515625,25786.8125,26163.6796875,12406045118
2023-08-26,26008.462890625,26107.384765625,25983.87890625,26047.234375,6034817316
2023-08-27,26089.693359375,26165.373046875,25965.09765625,26008.2421875,6913768611
2023-08-28,26106.150390625,26198.578125,25880.599609375,26089.615234375,11002805166
2023-08-29,27727.392578125,28089.337890625,25912.62890625,26102.486328125,29368391712
2023-08-30,27297.265625,27760.16015625,27069.20703125,27726.083984375,16343655235
2023-08-31,25931.47265625,27456.078125,25752.9296875,27301.9296875,20181001451
2023-09-01,25800.724609375,26125.869140625,25362.609375,25934.021484375,17202862221
2023-09-02,25868.798828125,25970.28515625,25753.09375,25800.91015625,10100387473
2023-09-03,25969.56640625,26087.1484375,25817.03125,25869.47265625,8962524523
2023-09-04,25812.416015625,26081.525390625,25657.025390625,25968.169921875,10680635106
2023-09-05,25779.982421875,25858.375,25589.98828125,25814.95703125,11094740040
2023-09-06,25753.236328125,25953.015625,25404.359375,25783.931640625,12752705327
2023-09-07,26240.1953125,26409.302734375,25608.201171875,25748.3125,11088307100
2023-09-08,25905.654296875,26414.005859375,25677.48046875,26245.208984375,10817356400
2023-09-09,25895.677734375,25921.9765625,25810.494140625,25905.42578125,5481314132
2023-09-10,25832.2265625,25978.130859375,25640.26171875,25895.2109375,7899553047
2023-09-11,25162.654296875,25883.947265625,24930.296875,25831.71484375,14600006467
2023-09-12,25833.34375,26451.939453125,25133.078125,25160.658203125,18657279324
2023-09-13,26228.32421875,26376.11328125,25781.123046875,25837.5546875,13072077070
2023-09-14,26539.673828125,26774.623046875,26171.451171875,26228.27734375,13811359124
2023-09-15,26608.693359375,26840.498046875,26240.701171875,26533.818359375,11479735788
2023-09-16,26568.28125,26754.76953125,26473.890625,26606.19921875,7402031417
2023-09-17,26534.1875,26617.998046875,26445.07421875,26567.927734375,6774210670
2023-09-18,26754.28125,27414.734375,26415.515625,26532.994140625,15615339655
2023-09-19,27211.1171875,27488.763671875,26681.60546875,26760.8515625,13807690550
2023-09-20,27132.0078125,27379.505859375,26864.08203125,27210.228515625,13281116604
2023-09-21,26567.6328125,27152.939453125,26389.30078125,27129.83984375,13371443708
2023-09-22,26579.568359375,26726.078125,26495.533203125,26564.056640625,10578746709
2023-09-23,26579.390625,26634.185546875,26520.51953125,26578.556640625,7404700301
2023-09-24,26256.826171875,26716.05859375,26221.05078125,26579.373046875,8192867686
2023-09-25,26298.48046875,26421.5078125,26011.46875,26253.775390625,11997833257
2023-09-26,26217.25,26389.884765625,26090.712890625,26294.7578125,9985498161
2023-09-27,26352.716796875,26817.841796875,26111.46484375,26209.498046875,11718380997
2023-09-28,27021.546875,27259.5,26327.322265625,26355.8125,14079002707
2023-09-29,26911.720703125,27225.9375,26721.763671875,27024.841796875,10396435377
2023-09-30,26967.916015625,27091.794921875,26888.96875,26911.689453125,5331172801
2023-10-01,27983.75,28047.23828125,26965.09375,26967.396484375,9503917434
2023-10-02,27530.78515625,28494.458984375,27347.787109375,27976.798828125,19793041322
2023-10-03,27429.978515625,27667.19140625,27216.001953125,27508.251953125,11407814187
2023-10-04,27799.39453125,27826.658203125,27248.10546875,27429.07421875,11143355314
2023-10-05,27415.912109375,28091.861328125,27375.6015625,27798.646484375,11877253670
2023-10-06,27946.59765625,28252.537109375,27215.552734375,27412.123046875,13492391599
2023-10-07,27968.83984375,28028.091796875,27870.423828125,27946.78125,6553044316
2023-10-08,27935.08984375,28102.169921875,27740.662109375,27971.677734375,7916875290
2023-10-09,27583.677734375,27989.470703125,27302.5625,27934.47265625,12007668568
2023-10-10,27391.01953125,27715.84765625,27301.654296875,27589.201171875,9973350678
2023-10-11,26873.3203125,27474.115234375,26561.099609375,27392.076171875,13648094333
2023-10-12,26756.798828125,26921.439453125,26558.3203125,26873.29296875,9392909295
2023-10-13,26862.375,27092.697265625,26686.322265625,26752.87890625,15165312851
2023-10-14,26861.70703125,26969.0,26814.5859375,26866.203125,5388116782
2023-10-15,27159.65234375,27289.169921875,26817.89453125,26858.01171875,7098201980
2023-10-16,28519.466796875,29448.138671875,27130.47265625,27162.62890625,27833876539
2023-10-17,28415.748046875,28618.751953125,28110.185546875,28522.09765625,14872527508
2023-10-18,28328.341796875,28889.009765625,28174.251953125,28413.53125,12724128586
2023-10-19,28719.806640625,28892.474609375,28177.98828125,28332.416015625,14448058195
2023-10-20,29682.94921875,30104.0859375,28601.669921875,28732.8125,21536125230
2023-10-21,29918.412109375,30287.482421875,29481.751953125,29683.380859375,11541146996
2023-10-22,29993.896484375,30199.43359375,29720.3125,29918.654296875,10446520040
2023-10-23,33086.234375,34370.4375,30097.828125,30140.685546875,38363572311
2023-10-24,33901.52734375,35150.43359375,32880.76171875,33077.3046875,44934999645
2023-10-25,34502.8203125,35133.7578125,33709.109375,33916.04296875,25254318008
2023-10-26,34156.6484375,34832.91015625,33762.32421875,34504.2890625,19427195376
2023-10-27,33909.80078125,34238.2109375,33416.88671875,34156.5,16418032871
2023-10-28,34089.57421875,34399.390625,33874.8046875,33907.72265625,10160330825
2023-10-29,34538.48046875,34743.26171875,33947.56640625,34089.37109375,11160323986
2023-10-30,34502.36328125,34843.93359375,34110.97265625,34531.7421875,17184860315
2023-10-31,34667.78125,34719.25390625,34083.30859375,34500.078125,15758270810
2023-11-01,35437.25390625,35527.9296875,34170.69140625,34657.2734375,22446272005
2023-11-02,34938.2421875,35919.84375,34401.57421875,35441.578125,20998158544
